arabic_word,english_word,source_id,confidence
الحليصة,Al-Halisa,761.0,high
الحميدة,Al-Hamida,762.0,high
الكبه,Al-Kabbah,763.0,high
الصوفة,Al-Sufah,764.0,high
الطريبة,Al-Tariba,765.0,high
الشبارة,Al-Shabarah,766.0,high
الاحيوس,Al-Ahayus,767.0,high
الدوار,Al-Dawar,768.0,high
الضبة,Al-Dhabah,769.0,high
الجبيل,Al-Jubail,771.0,high
الكبيسة,Al-Kabisah,772.0,high
النجيبة,Al-Najibah,773.0,high
القطين,Al-Qatin,774.0,high
القوادر,Al-Qawadir,775.0,high
الصعيدة,Al-Sa'idah,777.0,high
الشريج,Al-Sharij,778.0,high
عقيلة,Aqilah,780.0,high
قبقبة,Qabqabah,781.0,high
الشاذلية,Al-Shadhiliya,782.0,high
القفانين,Al-Qafanin,782.0,high
الشاذلية,Al-Shadhiliyah,783.0,high
الازوام,Al-Azwam,785.0,high
البواكر,Al-Bawakir,786.0,high
السليمة,Al-Salima,787.0,high
جوفين,Jawfin,788.0,high
نوبة,Nawbat,789.0,high
القصيصى,Al-Qasisi,789.0,high
الشقيراء,Al-Shaqira',790.0,high
الحبوة,Al-Habwa,790.0,high
الحمراء,Al-Hamra',791.0,high
الكعوب,Al-Ka'ub,792.0,high
الملاحيه,Al-Malahiya,794.0,high
القاشميه,Al-Qashmiya,795.0,high
التريس,Al-Taris,797.0,high
اسود,Aswad,798.0,high
المقعد,Al-Maq'ad,799.0,high
عثيمان,Uthayman,802.0,high
البريح,Al-Buraih,803.0,high
الجرين,Al-Jarin,804.0,high
المشراح,Al-Mashrah,805.0,high
مسلقه,Maslaqah,807.0,high
موقع,Mawqa',808.0,high
رصافة,Rasafah,809.0,high
العقيده,Al-Aqidah,810.0,high
البطحه,Al-Bat'hah,812.0,high
الحبيه,Al-Habiyyah,814.0,high
الحبوه,Al-Habwah,815.0,high
السوداء,Al-Sawda',815.0,high
اللصيبه,Al-Lasibah,816.0,high
الرهيطه,Al-Rahitah,818.0,high
الروحه,Al-Rawha,820.0,high
الشعوبه,Al-Shu'ubah,821.0,high
المشاهره,Al-Mashahirah,822.0,high
محوطو,Mahut,824.0,high
مصران,Misran,825.0,high
قيس,Qays,826.0,high
الاربح,Al-Arbah,827.0,high
السيمال,Al-Simal,828.0,high
المسيلة,Al-Masila,830.0,high
السوداد,Al-Sudad,832.0,high
السفالية,Al-Sufaliyah,833.0,high
الزماكرة,Al-Zamakrah,833.0,high
الفاصه,Al-Fasah,834.0,high
الغيزري,Al-Ghayzari,835.0,high
الحلقوم,Al-Halqum,836.0,high
الحنيشية,Al-Hanashiyah,837.0,high
الهنيب,Al-Hunayb,838.0,high
الجاتين,Al-Jatin,839.0,high
النحر,Al-Nahr,840.0,high
النخيله,Al-Nakhilah,841.0,high
النازود,Al-Nazud,842.0,high
السمايه,Al-Samayah,843.0,high
عينان,Aynan,844.0,high
عزان,Azan,849.0,high
المحوى,Al-Mahwa,850.0,high
المطايا,Al-Mataya,851.0,high
النجله,Al-Najlah,852.0,high
الرقع,Al-Ruqa',854.0,high
السادحي,Al-Sadhi,855.0,high
السكرنة,Al-Sukranah,856.0,high
داجنه,Dajnah,857.0,high
السويهره,Al-Suwayhirah,859.0,high
المحالص,Al-Mahalis,860.0,high
المطيري,Al-Mutairi,862.0,high
الشويرح,Al-Shuwayrih,863.0,high
ضاوي,Dhawi,864.0,high
شلان,Shalan,865.0,high
الطبيليه,Al-Tabiliyah,866.0,high
الطليله,Al-Tulailah,867.0,high
الحلجوم,Al-Haljum,867.0,high
الصفاء,Al-Safa,868.0,high
الطويله,Al-Tawilah,869.0,high
طليل,Talil,870.0,high
الثوباني,Al-Thawbani,871.0,high
الطفيلي,Al-Tufayli,873.0,high
عكشة,Akashah,882.0,high
الهدد,Al-Haddad,883.0,high
الحجب,Al-Hajab,884.0,high
الحجرة,Al-Hajarah,885.0,high
الحمام,Al-Hamam,886.0,high
الكدف,Al-Kadf,887.0,high
الخسعه,Al-Khasa'a,889.0,high
المجاهش,Al-Majahish,891.0,high
المقطر,Al-Maqtar,892.0,high
الموايغ,Al-Mawigh,893.0,high
المحمر,Al-Muhammar,894.0,high
القلعه,Al-Qal'a,896.0,high
الزهيب,Al-Zuhayb,898.0,high
العدنه,Al-'Adnah,899.0,high
حليصه,Halisah,900.0,high
الشرابه,Al-Sharabah,901.0,high
زراع,Zira'a,902.0,high
جرنزه,Jarnazah,903.0,high
قريع,Qari',904.0,high
قرية,Qaryah,905.0,high
المحنش,Al-Mahanish,905.0,high
رشيد,Rashid,906.0,high
البيرك,Al-Birk,907.0,high
العقده,Al-Uqda,908.0,high
الصفي,Al-Safi,909.0,high
الوحيز,Al-Wahiz,910.0,high
العيينه,Al-Ayna,910.0,high
الكيمه,Al-Kima,911.0,high
المحمري,Al-Muhammari,912.0,high
المقاطره,Al-Muqatira,913.0,high
المره,Al-Murra,914.0,high
القطان,Al-Qattan,916.0,high
الرابصيه,Al-Rabsiya,917.0,high
الرقيصه,Al-Raqisa,918.0,high
الغراب,Al-Ghurab,920.0,high
الزغبري,Al-Zaghbari,921.0,high
الهديلة,Al-Hadila,921.0,high
الجرائب,Al-Jara'ib,922.0,high
المحرقى,Al-Mahraqi,924.0,high
المطارشة,Al-Matarsha,925.0,high
المزاينة,Al-Mazayna,926.0,high
السيف,Al-Saif,929.0,high
الشرخ,Al-Sharikh,930.0,high
بعيلل,Ba'ilal,931.0,high
المخولى,Al-Makhouli,932.0,high
عوض,Awad,933.0,high
زيد,Zaid,933.0,high
صالح,Saleh,934.0,high
غبيراء,Ghubayra,935.0,high
الزريبه,Al-Zaribah,936.0,high
الدرينه,Al-Duraynah,937.0,high
الزريره,Al-Zarirah,938.0,high
الخضيرة,Al-Khadira,939.0,high
الزهارى,Al-Zuhari,944.0,high
الحصحوص,Al-Hasahus,945.0,high
الرمة,Al-Rummah,946.0,high
النشيفه,An-Nashifa,947.0,high
الهشمه,Al-Hashma,948.0,high
الجوف,Al-Jawf,949.0,high
الملطه,Al-Malta,951.0,high
النقيل,An-Naqil,953.0,high
الرواع,Ar-Rawa',955.0,high
الكحيلة,Al-Kahilah,956.0,high
العروش,Al-Urush,957.0,high
عسق,Asaq,959.0,high
المنزله,Al-Manzilah,961.0,high
المشاعب,Al-Masha'ib,962.0,high
المسلوم,Al-Masloum,963.0,high
الزبه,Al-Zubah,965.0,high
مهلصه,Mahlasah,966.0,high
بحاره,Bahara,968.0,high
المضروبه,Al-Madrouba,969.0,high
المرنوف,Al-Marnouf,970.0,high
الرقاع,Al-Ruqaa,971.0,high
بني,Bani,972.0,high
الحكم,Al-Hakam,972.0,high
الحريق,Al-Hariq,972.0,high
الكهرباء,Al-Kahraba,973.0,high
الميثاق,Al-Mithaq,974.0,high
المستشفى,Al-Mustashfa,975.0,high
علي,Ali,975.0,high
الدول,Al-Dawl,977.0,high
الديم,Al-Deem,978.0,high
المزجاجه,Al-Muzajajah,981.0,high
الصيفيه,Al-Sayfiyah,984.0,high
ضبيره,Dhabirah,985.0,high
كوكبان,Kawkaban,986.0,high
الشامي,Al-Shami,987.0,high
عامر,Amer,988.0,high
العبدل,Al-Abdal,988.0,high
الاهواب,al-Ahwab,989.0,high
الجبات,Al-Jubbat,991.0,high
المزبر,al-Mazbar,993.0,high
القبعه,Al-Qubba'a,994.0,high
الركب,al-Rakb,995.0,high
السند,al-Sind,997.0,high
عشاري,Ashari,998.0,high
الحرف,al-Harf,999.0,high
الحيقي,Al-Hayqi,1000.0,high
الشميري,al-Shamiri,1001.0,high
حدابه,Hadaba,1003.0,high
الصبري,al-Sabri,1004.0,high
مهلومين,Mahlumin,1005.0,high
الاشول,al-Ashwal,1007.0,high
الجيشي,Al-Jayshi,1009.0,high
الاقحف,Al-Aqhaf,1010.0,high
الدفنه,Al-Dafna,1011.0,high
الدمسي,Al-Damsi,1012.0,high
المعرض,Al-Ma'rad,1018.0,high
المشقبه,Al-Mashqaba,1019.0,high
المسبعه,Al-Musab'a,1020.0,high
القاعده,Al-Qa'ida,1023.0,high
الرجمه,Al-Rajma,1025.0,high
الرواس,Al-Rawas,1026.0,high
السقعود,Al-Saq'ud,1027.0,high
البكيري,Al-Bakiri,1029.0,high
جرات,Jarat,1030.0,high
مشرفه,Mushrifa,1031.0,high
قبه,Qubbat,1032.0,high
الفقيه,Al-Faqih,1032.0,high
دريغم,Durayghim,1034.0,high
العامره,Al-Amirah,1034.0,high
البورحه,Al-Buraha,1035.0,high
حجاج,Hajjaj,1036.0,high
اكمه,Akmah,1036.0,high
الحمر,Al-Hamr,1036.0,high
الضروبه,Al-Dharubah,1039.0,high
الدليفه,Al-Dulayfah,1040.0,high
الفناح,Al-Fanah,1041.0,high
الفقره,Al-Faqrah,1042.0,high
الغرسه,Al-Gharasah,1043.0,high
الحناني,Al-Hanani,1044.0,high
الجاب,Al-Jab,1045.0,high
الجراديه,Al-Jaradiyah,1046.0,high
الجريعه,Al-Jari'ah,1047.0,high
الكام,Al-Kam,1049.0,high
المحليه,Al-Mahaliyah,1050.0,high
المقداحه,Al-Maqdaha,1051.0,high
المقلد,Al-Muqallad,1053.0,high
المقيديحه,Al-Muqaydihah,1054.0,high
المرتفعات,Al-Murtafa'at,1055.0,high
النجيد,Al-Najid,1057.0,high
الصفا,Al-Safa,1058.0,high
الشفرين,Al-Shafrayn,1059.0,high
الشقه,Al-Shaqqah,1060.0,high
الوطيف,Al-Watif,1062.0,high
عقمه,Aqmah,1063.0,high
حول,Hawl,1064.0,high
السوق,Al-Souq,1064.0,high
خذفان,Khadhfan,1065.0,high
جعفر,Jaafar,1067.0,high
مليك,Malik,1068.0,high
العدف,Al-Adaf,1068.0,high
العاوه,Al-'Awah,1071.0,high
الضوضحي,al-Dawdhahi,1072.0,high
الضدح,Al-Dhadhah,1073.0,high
المحداده,Al-Mahdadah,1074.0,high
الطيشه,Al-Tayshah,1075.0,high
الحرازي,al-Harazi,1076.0,high
هيكو,Hiku,1077.0,high
الامير,al-Amir,1078.0,high
الجنان,al-Jinan,1079.0,high
جنس,Jins,1080.0,high
مخرور,Makhrur,1081.0,high
شقفات,Shaqfat,1082.0,high
عواض,Awadh,1084.0,high
بير,Bir,1085.0,high
الدلو,Al-Dalu,1085.0,high
الجوارف,Al-Jawarif,1087.0,high
بوميه,Bumiya,1088.0,high
العدينه,Al-Adina,1088.0,high
الضبيره,Al-Dhabira,1089.0,high
الضفيريه,Al-Dhafiriya,1090.0,high
الجليفيه,Al-Jalifiya,1092.0,high
المعمل,Al-Ma'mal,1094.0,high
المقصع,Al-Maqsa',1095.0,high
السقيع,Al-Saqee',1098.0,high
الشعيب,Al-Shu'aib,1099.0,high
الطواهر,Al-Tawahir,1100.0,high
كيزه,Kiza,1101.0,high
غريره,Gharira,1102.0,high
غيل,Ghayl,1103.0,high
الحاضنه,Al-Hadina,1103.0,high
الجدون,Al-Jadun,1105.0,high
القاهر,Al-Qahir,1107.0,high
القرعاء,Al-Qara'a,1108.0,high
قرفص,Qarfas,1109.0,high
حبوه,Habwah,1110.0,high
المدد,Al-Madad,1110.0,high
العموقة,Al-Amuqa,1112.0,high
الاصيفية,Al-Asifiya,1113.0,high
حاضيه,Hadhiyah,1114.0,high
الاقفية,al-Aqfiyah,1114.0,high
البارك,al-Barak,1115.0,high
البطنة,Al-Batnah,1116.0,high
الجواح,Al-Jawah,1117.0,high
الخافشية,Al-Khafshiyah,1118.0,high
النويبة,al-Nuwaybah,1119.0,high
الشعب,al-Sha'b,1120.0,high
الشكلة,Al-Shaklah,1121.0,high
السويطي,al-Suwayti,1122.0,high
حاضية,Hadhiyah,1124.0,high
ماغرة,Magharah,1125.0,high
الكليب,Al-Kulaib,1126.0,high
ثواب,Thawab,1127.0,high
المجوير,Al-Majawir,1129.0,high
المغني,Al-Mughni,1130.0,high
حنه,Hanna,1132.0,high
الاعطف,Al-Ataf,1132.0,high
البكريه,Al-Bakriya,1133.0,high
الباطن,Al-Batin,1134.0,high
البزيقه,Al-Buzaiqa,1135.0,high
الدخيل,Al-Dakhil,1136.0,high
الدمدم,Al-Damdam,1137.0,high
الفاقع,Al-Faqi',1138.0,high
الحديده,Al-Hadida,1140.0,high
الحجاجين,Al-Hajjajin,1141.0,high
الحسيه,Al-Hasiya,1142.0,high
الخريشيبه,Al-Kharishiba,1143.0,high
المزق,Al-Muzq,1144.0,high
القصعه,Al-Qas'a,1146.0,high
الرقه,Al-Raqqa,1147.0,high
الطويران,Al-Tuwairan,1148.0,high
عيان,Ayan,1149.0,high
الراحه,Al-Rahah,1151.0,high
خرانه,Kharanah,1152.0,high
حنه,Hannah,1153.0,high
الدرباني,Al-Darbani,1153.0,high
الخضيراء,Al-Khadhira,1154.0,high
المتين,Al-Mateen,1155.0,high
الزويم,Al-Zuwaim,1156.0,high
سدان,Sadan,1157.0,high
الحضاره,Al-Hadara,1158.0,high
القطع,Al-Qata',1160.0,high
الرويه,Al-Ruwayya,1161.0,high
الشلبيه,Al-Shalabiya,1163.0,high
حجفار,Hajfar,1164.0,high
المهوق,Al-Mahouq,1165.0,high
لابح,Labah,1166.0,high
البرقعه,Al-Burqa'ah,1167.0,high
القوبه,Al-Qubah,1168.0,high
المخشب,Al-Mukhshab,1169.0,high
الموجع,Al-Muwajja',1170.0,high
الشعوب,Al-Shueub,1172.0,high
الحائط,Al-Ha'it,1173.0,high
حسي,Hassi,1175.0,high
بن,Bin,1175.0,high
علوان,Alwan,1175.0,high
المخاسع,Al-Makhasa,1175.0,high
القطنة,Al-Qatna,1176.0,high
سيلة,Saylat,1178.0,high
الهدينه,Al-Hadina,1178.0,high
السوداء,Al-Sawda,1179.0,high
سالم,Salem,1180.0,high
الهامد,Al-Hamid,1181.0,high
الهتيكة,Al-Hatika,1182.0,high
الخظراء,Al-Khadhra',1183.0,high
المبعوث,Al-Mab'outh,1184.0,high
القنزيه,Al-Qanziyah,1185.0,high
الشبابية,Al-Shababiyah,1186.0,high
الشجاع,Al-Shuja',1187.0,high
حيس,Hays,1188.0,high
الحجاج,Al-Hajjaj,1189.0,high
الوقيع,Al-Waqi',1190.0,high
المقيبرة,Al-Muqaybira,1190.0,high
جعاشي,Ja'ashi,1191.0,high
البراح,Al-Barah,1191.0,high
الظاهرة,Al-Dhahira,1192.0,high
الحفيظة,Al-Hafiza,1193.0,high
الجرارى,Al-Jarari,1195.0,high
المقاصع,Al-Maqasa',1196.0,high
المزرعة,Al-Mazra'a,1197.0,high
القفده,Al-Qafda,1199.0,high
القاردة,Al-Qarda,1200.0,high
القرعة,Al-Qur'a,1201.0,high
الرقاعية,Al-Ruqa'iya,1202.0,high
الشطيط,Al-Shatit,1203.0,high
الشطين,Al-Shattin,1204.0,high
السمح,Al-Samh,1205.0,high
العمري,Al-Amri,1206.0,high
الحمديه,Al-Hamdiya,1207.0,high
الحنيشيه,Al-Hanishiya,1208.0,high
شرك,Shirk,1209.0,high
الحكيمه,al-Hakimah,1210.0,high
العقيله,Al-Aqila,1210.0,high
الفوشه,al-Fawshah,1212.0,high
الحنايه,al-Hanaya,1213.0,high
الجمينه,al-Jaminah,1214.0,high
الحكيمه,Al-Hakimah,1215.0,high
الكباب,Al-Kabab,1215.0,high
المعاقد,al-Ma'aqid,1216.0,high
الملصوب,Al-Malasub,1217.0,high
المصاحر,Al-Masahir,1218.0,high
الميرخ,al-Mirkh,1219.0,high
القداعمه,Al-Qada'imah,1220.0,high
القرن,Al-Qarn,1221.0,high
السقايه,al-Saqaya,1222.0,high
الشعور,Al-Shu'ur,1223.0,high
اليواجد,al-Yawajid,1225.0,high
حديجه,Hadijah,1226.0,high
تي,Ti,1227.0,high
جحزر,Jahzar,1229.0,high
العرجوشى,al-Arjushi,1229.0,high
البانة,al-Bana,1230.0,high
البويركه,al-Buwayrikah,1232.0,high
الضاحة,Al-Dahha,1233.0,high
الدمينية,Al-Dumayniya,1234.0,high
الحدجى,al-Hadji,1235.0,high
الجدبة,al-Jadbah,1236.0,high
الجرب,Al-Jarab,1237.0,high
الجرشية,Al-Jarshiyyah,1238.0,high
الجريز,Al-Jurayz,1239.0,high
القطني,al-Qatni,1242.0,high
الشطين,al-Shattin,1243.0,high
الشوكة,al-Shawkah,1244.0,high
الهيكل,al-Haykal,1247.0,high
ودن,Wadan,1248.0,high
الزبيدى,al-Zubaidi,1248.0,high
جريزه,Jariza,1249.0,high
العوجاء,Al-Awjaa,1249.0,high
الكامه,Al-Kama,1250.0,high
السخينه,Al-Sakhina,1251.0,high
سميقنه,Samiqna,1252.0,high
شراط,Sharat,1253.0,high
جزيرة,Jazirat,1254.0,high
الزيادي,Al-Ziyadi,1254.0,high
ميون,Mayyun,1255.0,high
مبتعه,Mabta'ah,1256.0,high
الداخله,Al-Dakhla,1256.0,high
المعيانه,Al-Mu'ayyanah,1257.0,high
الرفصه,Al-Rafsah,1258.0,high
الضص,Al-Dhas,1259.0,high
الجزله,Al-Jazla,1260.0,high
المليطات,Al-Malitat,1261.0,high
محاطبه,Mahatabah,1262.0,high
العريديد,Al-Aridid,1263.0,high
الاشوع,Al-Ashwa',1264.0,high
الغول,Al-Ghul,1265.0,high
الهقين,Al-Haqin,1266.0,high
الهيوح,Al-Haywah,1267.0,high
الجريجر,Al-Jurayjir,1268.0,high
المليحه,Al-Malihah,1269.0,high
القلب,Al-Qalb,1270.0,high
الشهريه,Al-Shahriyah,1271.0,high
مجريه,Majriya,1272.0,high
الصنيف,Al-Sunayf,1273.0,high
مقبنه,Maqbanah,1274.0,high
العفه,Al-Afa,1274.0,high
العفيف,Al-Afif,1275.0,high
الضريب,Al-Dharib,1276.0,high
الغدير,Al-Ghadir,1277.0,high
الرون,Al-Rawan,1278.0,high
موزع,Mawza',1280.0,high
الدائري,Al-Da'iri,1280.0,high
الجنوبي,Al-Janoubi,1280.0,high
الشمالي,Al-Shamali,1281.0,high
الحرز,Al-Harz,1282.0,high
الجامع,Al-Jami',1283.0,high
اللحوج,Al-Lahuj,1285.0,high
السيد,Al-Sayyid,1287.0,high
حسين,Husayn,1287.0,high
الشيخ,Al-Shaykh,1288.0,high
اليمينه,Al-Yaminah,1290.0,high
عقلان,Aqlan,1291.0,high
باسعد,Bas'ad,1292.0,high
شجيره,Shujayrah,1293.0,high
الكهاديد,Al-Kahadid,1295.0,high
المحابيه,Al-Mahabiya,1296.0,high
المنقاعه,Al-Manqa'a,1297.0,high
الوقف,Al-Waqf,1298.0,high
مقدم,Muqaddam,1299.0,high
راس,Ras,1299.0,high
عبيله,Abilah,1299.0,high
الدعامه,Al-Da'amah,1302.0,high
الهبيبه,Al-Habibah,1304.0,high
الحنكه,Al-Hanakah,1305.0,high
الحقارين,Al-Haqariin,1306.0,high
الحجيفه,Al-Hujayfah,1307.0,high
الحطيب,Al-Hutaib,1308.0,high
الخيفه,Al-Khaifah,1309.0,high
المنجاره,Al-Manjarah,1310.0,high
المعيصر,Al-Mu'aysir,1311.0,high
المنيدمه,Al-Munaydimah,1312.0,high
المقشع,Al-Muqsha',1313.0,high
القيانة,Al-Qiyanah,1316.0,high
الراس,Al-Ras,1317.0,high
الهويش,Al-Huwaish,1318.0,high
ابراهيم,Ibrahim,1319.0,high
العجمى,Al-Ajami,1322.0,high
الدلع,Al-Dala',1323.0,high
الحدبة,Al-Hadbah,1324.0,high
الحليبة,Al-Halibah,1325.0,high
الحريشة,Al-Harisha,1326.0,high
المراوشة,Al-Marawsha,1327.0,high
الكامل,Al-Kamil,1328.0,high
نمره,Nimrah,1329.0,high
العذار,Al-Adhar,1329.0,high
القبقاب,Al-Qabqab,1333.0,high
الرجمه,al-Rajmah,1334.0,high
النيت,al-Nit,1335.0,high
الشهران,Al-Shahrani,1336.0,high
كحاح,Kahah,1338.0,high
المعينه,Al-Mu'aynah,1340.0,high
الشلبى,Al-Shalabi,1341.0,high
رهاده,Rahadah,1342.0,high
رزيقه,Raziqah,1343.0,high
العديني,Al-Udini,1344.0,high
قناهو,Qanahu,1345.0,high
عهوقه,Ahuqa,1346.0,high
الحقيبه,Al-Haqiba,1347.0,high
الحصين,Al-Husayn,1348.0,high
الرونه,Al-Rawna,1349.0,high
بوكرة,Buqra,1350.0,high
قرحه,Qarhah,1351.0,high
رهبه,Rahbah,1361.0,high
الحصة,Al-Hassa,1362.0,high
الدعام,Al-Da'am,1363.0,high
الحصه,Al-Hassa,1365.0,high
الحطبى,Al-Hatabi,1366.0,high
الجبل,Al-Jabal,1367.0,high
الجدل,Al-Jadal,1368.0,high
الكدش,Al-Kadash,1369.0,high
الخدمات,Al-Khadamat,1370.0,high
المضبه,Al-Madhbah,1371.0,high
المقرعة,Al-Maqra'ah,1373.0,high
الصوب,Al-Sawb,1375.0,high
صفونه,Safuna,1383.0,high
المرهوض,Al-Marhoudh,1383.0,high
شبيه,Shabih,1384.0,high
الهداشيه,Al-Hadashiyah,1385.0,high
الحقيب,Al-Haqeeb,1386.0,high
الجرزين,Al-Jarzeen,1387.0,high
المرقب,Al-Marqab,1388.0,high
الروبق,Al-Rawbaq,1390.0,high
السياري,Al-Sayyari,1392.0,high
حزاز,Hazaz,1393.0,high
الحجر,Al-Hajar,1394.0,high
قشوبه,Qashoubah,1395.0,high
اللجيعه,Al-Laji'ah,1396.0,high
الرحيبه,Al-Rahibah,1397.0,high
الشنيرج,Al-Shanirj,1398.0,high
العهارف,Al-Aharif,1399.0,high
العجند,Al-'Ajand,1400.0,high
العماصي,Al-Amasi,1401.0,high
الفقا,Al-Faqa,1403.0,high
الكرابيه,Al-Karabiyah,1406.0,high
الكوري,Al-Kuri,1407.0,high
المخرج,Al-Makhraj,1409.0,high
المقاهي,Al-Maqahi,1410.0,high
المشاهرة,Al-Mashahirah,1411.0,high
المشاقيه,Al-Mashaqiyah,1412.0,high
النجيب,Al-Najib,1414.0,high
السلايم,Al-Salayim,1415.0,high
السدير,Al-Sudair,1416.0,high
المقطار,Al-Muqtar,1417.0,high
شرح,Sharh,1418.0,high
المحامل,Al-Mahamil,1419.0,high
العمده,Al-Umda,1420.0,high
عكاشة,Ukashah,1432.0,high
مهاق,Mahaq,1433.0,high
الجبيليه,Al-Jubailiya,1434.0,high
المهدار,Al-Mahdar,1435.0,high
الميهال,Al-Mihyal,1436.0,high
المنحه,Al-Minha,1437.0,high
المربعه,Al-Murabba'a,1438.0,high
الرون,Al-Rawn,1439.0,high
مدحي,Madhi,1441.0,high
عبدالله,Abdullah,1441.0,high
القرع,Al-Qara',1443.0,high
دعام,Da'am,1444.0,high
عبدول,Abdul,1446.0,high
الاطراف,Al-Atraf,1447.0,high
الحافه,Al-Hafa,1449.0,high
الجب,Al-Jub,1450.0,high
المدرج,Al-Madraj,1451.0,high
هادي,Hadi,1452.0,high
محقنه,Mahqana,1453.0,high
ريمه,Rima,1454.0,high
تتر,Tatar,1456.0,high
اعلى,A'la,1456.0,high
اسفل,Asfal,1457.0,high
الطويل,Al-Tawil,1461.0,high
الصرواح,Al-Sarwah,1464.0,high
الشرجين,Al-Sharjayn,1465.0,high
بخيته,Bakhitah,1466.0,high
الموجع,Al-Muja',1467.0,high
العكم,Al-Akam,1468.0,high
الشط,al-Shatt,1469.0,high
الكراثه,Al-Karatha,1471.0,high
النوبه,Al-Nuba,1472.0,high
الرباط,al-Rabat,1475.0,high
بكير,Bakir,1476.0,high
العنذقي,Al-Andhaqi,1477.0,high
الهقيف,Al-Haqif,1478.0,high
المحيفر,Al-Muhayfir,1479.0,high
الصابريه,Al-Sabriya,1480.0,high
حجيج,Hajij,1482.0,high
سوق,Suq,1483.0,high
الحر,Al-Hur,1483.0,high
مكسب,Makasab,1484.0,high
الجرن,Al-Jurn,1486.0,high
المعاصر,Al-Ma'asir,1487.0,high
المدهف,Al-Madhaf,1488.0,high
المغربه,Al-Maghribah,1489.0,high
المردع,Al-Marda',1491.0,high
المهيني,Al-Muhayni,1493.0,high
النزيهه,Al-Nuzayhah,1494.0,high
حجفت,Hajfat,1495.0,high
موثب,Muthab,1497.0,high
الخراف,Al-Kharaf,1497.0,high
المدقوع,Al-Madqu',1498.0,high
المرزام,Al-Marzam,1499.0,high
المبايض,Al-Mubayidh,1500.0,high
الرحاب,Al-Rahab,1501.0,high
